policy_id;id-policy;name_asset;;incident_id;asset_id;system_asset_category_id;;victim;policy;perpre;;;id_system_asset_extension
8c4169a1-0cec-4fd0-b352-dbe87a8b1b6a;1a5579d6-2d68-4d85-8610-70ea87151861;polisa;;8c4169a1-0cec-4fd0-b352-dbe87a8b1b6a;1a5579d6-2d68-4d85-8610-70ea87151861;080d6781-8dfe-447e-a7ca-dc44887df2fb;;c4e6c725-1d67-4b84-be5d-30720a2efc16;2cd2a7e5-d995-46e9-8b12-eead66af01f2;4a4d9c1e-b78f-4179-9e20-5b2d462d0f8a;;;95835cdd-1c72-4d66-af08-872f18aa4724
fd17e893-5884-4eb7-93e5-d8e1edc6f9cc;6ebf1fff-b8e0-4cbc-bf92-7e6e86f262d4;polisa;;fd17e893-5884-4eb7-93e5-d8e1edc6f9cc;6ebf1fff-b8e0-4cbc-bf92-7e6e86f262d4;2cd2a7e5-d995-46e9-8b12-eead66af01f2;;f09efb8e-110b-4752-97af-54d37740e8ab;82c05fad-ab8d-45af-8665-5554c2ded1fc;e5f8d39b-4f3b-4bc7-a08e-44a1434825ce;;;077365fe-d485-420b-b320-d76c1905cbbc
3e555ea0-72f1-47ae-b189-7b1cd0cd90e3;4ea8729d-0fff-4a5a-81ee-9cdd36e39344;polisa;;3e555ea0-72f1-47ae-b189-7b1cd0cd90e3;4ea8729d-0fff-4a5a-81ee-9cdd36e39344;82c05fad-ab8d-45af-8665-5554c2ded1fc;;44056225-afde-4638-832b-17925ab79c47;5ef9e233-c77c-4fb7-9a03-7efc01635fee;77912c42-592a-4c2b-987f-3ed8e857b814;;;c6dadbc4-40a8-4f9e-8d5e-85614bc26cb1
f9662188-2012-4d35-adb8-b3b5fe768939;8c8ec911-0f84-4bd5-b08e-49cecfcb830e;polisa;;f9662188-2012-4d35-adb8-b3b5fe768939;8c8ec911-0f84-4bd5-b08e-49cecfcb830e;5ef9e233-c77c-4fb7-9a03-7efc01635fee;;23e8a6ee-bfbd-4c9d-80e4-36f14d89e051;aed2f002-da46-4dcf-b34a-8a8f315f67b3;a4f33b2e-66a3-447a-8fad-73777c8f6ae2;;;b1d966e8-94df-4fb5-b4d7-2aee15e2f6f7
fe98c939-3dcc-409a-b441-d25b9e33163c;83762315-812f-42e1-ac74-c6e52a891479;polisa;;fe98c939-3dcc-409a-b441-d25b9e33163c;83762315-812f-42e1-ac74-c6e52a891479;aed2f002-da46-4dcf-b34a-8a8f315f67b3;;675e1be4-8444-4298-b36f-dc603d6f94df;e0867a01-02f6-4d9c-8056-0172c026b010;c37d0c0e-b995-40bb-a3c3-a977b23ca408;;;7bedce5f-4d80-4b71-aca3-248538824132
7d866722-95fa-46c1-bdbd-44c73897d523;4a1c1500-f46e-4203-8e05-8ca95b485c92;polisa;;7d866722-95fa-46c1-bdbd-44c73897d523;4a1c1500-f46e-4203-8e05-8ca95b485c92;e0867a01-02f6-4d9c-8056-0172c026b010;;03c56f1c-94e5-4c78-9f3c-1314b340a260;13a2a199-a3b1-464d-8174-7364e2ee6991;653eab80-6af9-4d2d-8be3-fa2b0a858177;;;054c9b2e-f6f5-4b09-971f-820e235259e6
8ad23df3-1681-48b4-a505-d34c324a132c;bab07a14-eaa3-461d-bcf8-65aba8165d2a;polisa;;8ad23df3-1681-48b4-a505-d34c324a132c;bab07a14-eaa3-461d-bcf8-65aba8165d2a;13a2a199-a3b1-464d-8174-7364e2ee6991;;f36dfb99-94d5-44b8-9b5f-8a5000a7b33f;ad6b68ec-6596-4661-baca-4a2725cd8b13;68c826c4-d664-4664-86e7-5e89044cd114;;;f4b01851-6af4-4581-8a75-ff120fa98cb3
a9dbc067-7e54-4e8f-8078-822ca9e4943b;3ecf5a54-9b8c-423b-ba4c-9d16da2ccac8;polisa;;a9dbc067-7e54-4e8f-8078-822ca9e4943b;3ecf5a54-9b8c-423b-ba4c-9d16da2ccac8;ad6b68ec-6596-4661-baca-4a2725cd8b13;;f474adb6-9b1e-422c-bc89-c3a67b0679bd;71a3b56e-f69a-46c9-8efa-b31fb695477d;b2a4d9a9-4cc1-4b9c-af85-a0ff10a6097a;;;3f4b5322-dc39-47ce-a7f3-36c05e718a5c
3f52cfe2-f018-450d-a514-70fb52874cee;80a56936-4484-46b3-bf2e-7622be9c3d54;polisa;;3f52cfe2-f018-450d-a514-70fb52874cee;80a56936-4484-46b3-bf2e-7622be9c3d54;71a3b56e-f69a-46c9-8efa-b31fb695477d;;b36f857d-8921-4d05-91f7-38e08004ff32;754d1694-2858-43c6-9abd-535ab957e2f8;7db6c3a1-a05e-499a-bdb0-f3e8c52dc1b9;;;052cc350-8cfc-4e4d-8066-5938113c6138
409b4656-80e8-4102-b1cd-21804bc59728;9cdd86c3-c78d-49a0-9cba-b90994cb91e9;polisa;;409b4656-80e8-4102-b1cd-21804bc59728;9cdd86c3-c78d-49a0-9cba-b90994cb91e9;754d1694-2858-43c6-9abd-535ab957e2f8;;40efb6bb-7f77-42fd-a719-59b9132e5a00;6a6cb6c4-9200-4a17-ab04-48d9f77b47ba;7b2dbe9e-bfc9-412c-8f2e-38de5b8d1c6f;;;ad49b51a-2b0c-42ba-8d7b-f54f8884f8e9
f653dbbe-a7e3-44ef-84f9-c57870e20b4b;81f3b81e-afef-432c-af3d-2842479010a2;polisa;;f653dbbe-a7e3-44ef-84f9-c57870e20b4b;81f3b81e-afef-432c-af3d-2842479010a2;6a6cb6c4-9200-4a17-ab04-48d9f77b47ba;;cf01e770-36d8-4444-aac1-86e9de99e514;9eaddfaa-e8b5-4543-9fa0-66a8739147fc;6248b08f-5b40-4cf6-af67-8eafce49145a;;;9e856a93-f868-484b-b34c-94a2a5082b6e
fff54527-9f5b-4e48-aeb2-fa92a283227d;bdc4377e-efaf-47e3-b0ea-8167bf75e3b3;polisa;;fff54527-9f5b-4e48-aeb2-fa92a283227d;bdc4377e-efaf-47e3-b0ea-8167bf75e3b3;9eaddfaa-e8b5-4543-9fa0-66a8739147fc;;a0b22c05-d49f-4c07-a22b-1ac635cdddd5;1a23ba86-8806-4d91-b4cd-c28bbc5ddf1a;c457f8ae-8a34-452a-9ead-48bb1e89a0b2;;;332b3613-3f87-4980-bf91-b9acfefdf4e9
59de82d6-3d73-4f56-bfec-57e3bbd3778e;c6ca5eee-9ba2-4013-aec3-4b266b5d99c5;polisa;;59de82d6-3d73-4f56-bfec-57e3bbd3778e;c6ca5eee-9ba2-4013-aec3-4b266b5d99c5;1a23ba86-8806-4d91-b4cd-c28bbc5ddf1a;;3caa4c63-1586-4faa-9e94-81466998edfa;678b768c-17ce-44e3-be78-d0faa41ee451;5e78d61b-606f-44d8-aedc-cb8989b554c7;;;f46d1120-244f-4464-93ad-7cf249b1f114
fda8d3f0-26b9-4908-8be6-cd13663198af;0d18b8d1-8e41-4da0-a2ae-17f1012ee295;polisa;;fda8d3f0-26b9-4908-8be6-cd13663198af;0d18b8d1-8e41-4da0-a2ae-17f1012ee295;678b768c-17ce-44e3-be78-d0faa41ee451;;29fbd886-4199-4f8d-aef0-ca3bc3b293fc;59fbbcf4-5ba2-492a-ac24-2d06131fa6df;1990d6f2-b859-4910-a377-b4e06057b753;;;6f71bfca-6fb2-4401-af74-02d4b2dddeff
a4336058-661f-43ea-9968-5c8c6122efb5;a5d47a1f-f4da-4a01-aec3-352fc9923495;polisa;;a4336058-661f-43ea-9968-5c8c6122efb5;a5d47a1f-f4da-4a01-aec3-352fc9923495;59fbbcf4-5ba2-492a-ac24-2d06131fa6df;;33530e39-c443-4e34-bd6b-547d4a871181;e28c8f1e-5b31-4541-ae20-885719c304d9;30ee86e8-4c30-4f04-93d1-1b8c5385a1e1;;;f227bef8-738c-4bc5-b2d5-d3e7aacad64e
b5c84fbb-8692-4a28-a4ff-3093d9d0d9e2;280ce412-0d67-4c39-8e55-6db6a8d21527;polisa;;b5c84fbb-8692-4a28-a4ff-3093d9d0d9e2;280ce412-0d67-4c39-8e55-6db6a8d21527;e28c8f1e-5b31-4541-ae20-885719c304d9;;c96aeb72-bcf7-495c-801b-0f39b5e35ec4;3fa82026-ba03-4dda-8e46-91a8366d84ab;f931a0a5-e09c-4efa-ae76-74928c0166f2;;;af2bf9ef-7b89-4219-b319-be76b3671363
667e9d29-eaa6-4ae4-981c-f7039b4c3590;2e0512c7-2576-4572-b234-f273fc19e272;polisa;;667e9d29-eaa6-4ae4-981c-f7039b4c3590;2e0512c7-2576-4572-b234-f273fc19e272;3fa82026-ba03-4dda-8e46-91a8366d84ab;;85073668-1b35-492b-bbf7-cd9fb3a37199;8632cf02-f634-4cbf-8c1e-5fe504ba5a6e;5fe5816f-0515-4dc5-9bc6-d71f9a7cfdef;;;4ce3b19a-19b4-4fb7-9b76-3237a1cfa88b
ea786bfa-b08f-4ba7-98e9-273dfe7ad195;c57f1002-0034-43ce-b249-9a1f6749a06c;polisa;;ea786bfa-b08f-4ba7-98e9-273dfe7ad195;c57f1002-0034-43ce-b249-9a1f6749a06c;8632cf02-f634-4cbf-8c1e-5fe504ba5a6e;;494e81cd-59aa-43a5-90e3-344ab813d568;3898555e-83ec-420a-95a8-7f7e69eca0db;9b71c856-711d-4b13-b3d3-24837228d4f6;;;b326627c-9c2a-40ae-a959-48113ffc5d80
13a45f9e-7ea9-48cb-9f61-17206b8960cd;6b1e6bd3-daef-4cc6-84c9-11ef44a3d87d;polisa;;13a45f9e-7ea9-48cb-9f61-17206b8960cd;6b1e6bd3-daef-4cc6-84c9-11ef44a3d87d;3898555e-83ec-420a-95a8-7f7e69eca0db;;c287d829-3600-4113-b4fe-bfbddf56caab;4f97cba6-346a-4804-928c-6a1b462e2fbd;b402f9d4-9bb2-4cb7-bc75-f7627b7001c8;;;57ac5a99-4e44-4aba-b9dc-ca070720add0
5334287b-2838-456a-a064-330c308f4c99;cd7f9d92-9381-47f7-b84d-e1c11e59149c;polisa;;5334287b-2838-456a-a064-330c308f4c99;cd7f9d92-9381-47f7-b84d-e1c11e59149c;4f97cba6-346a-4804-928c-6a1b462e2fbd;;5cbe95c0-be2a-4d1a-8fb3-c31f7b1ce177;57ef4577-3ced-4e6a-abf4-265af29a99cd;914a00ae-1a4e-465e-be4f-313651fe4742;;;5cc2f319-c5f3-469d-a12b-b746caa04f21
56d506a9-0bdb-4c84-a7a7-5a66fa73334a;9fcc3ed2-9531-4d0c-9834-601379daf99e;polisa;;56d506a9-0bdb-4c84-a7a7-5a66fa73334a;9fcc3ed2-9531-4d0c-9834-601379daf99e;57ef4577-3ced-4e6a-abf4-265af29a99cd;;032c3b01-74e3-421e-8cc0-140ddb47be22;cae775dc-3afd-42f3-a1e0-60a2f595f362;1139c530-24e0-4c85-a69f-4406b9b47401;;;f90a8e10-7578-464e-aeea-1bbf8bc90b35
143e8d4c-134f-43e1-b3b7-e09be835a1da;0c0836f6-1ac5-466f-9850-99e1b9fc0a0c;polisa;;143e8d4c-134f-43e1-b3b7-e09be835a1da;0c0836f6-1ac5-466f-9850-99e1b9fc0a0c;cae775dc-3afd-42f3-a1e0-60a2f595f362;;1de49f91-d235-4c3f-841d-a152038c0ac1;9d02ce05-e10f-421f-a145-bb220fd2979a;931bdd22-b9ca-4d96-b26e-4dce01fec5c6;;;9de55232-9fa5-47a6-970f-392903362275
2a39c32e-d672-4e5c-8e9f-89844b3a351f;2a61a21c-8f81-49e2-a632-6717dd5d8d6c;polisa;;2a39c32e-d672-4e5c-8e9f-89844b3a351f;2a61a21c-8f81-49e2-a632-6717dd5d8d6c;9d02ce05-e10f-421f-a145-bb220fd2979a;;e182ecc9-fd08-422c-af25-0d31ac2145aa;3d065dc1-21a6-484a-a02b-965442644654;bec0819a-6bd1-4607-9d4f-3c82ae3320f2;;;e2a63c8e-998b-4661-800c-8fb31101cb61
24967bd8-621a-4040-8db4-1daea43b078d;b136191b-ddcc-4c92-8754-233b84e8148b;polisa;;24967bd8-621a-4040-8db4-1daea43b078d;b136191b-ddcc-4c92-8754-233b84e8148b;3d065dc1-21a6-484a-a02b-965442644654;;2510216c-4756-4293-94cf-4b7f22e7c6b5;38598980-62f4-4137-88e3-e5851064286c;006f75a8-938d-4e46-855b-422ffcd35f37;;;843a8ccf-6892-451c-a663-005e901e956d
d141f7e9-f80b-4456-8e64-5c10ed41baea;bd66f6c3-67ad-4af6-8988-816701ac332c;polisa;;d141f7e9-f80b-4456-8e64-5c10ed41baea;bd66f6c3-67ad-4af6-8988-816701ac332c;38598980-62f4-4137-88e3-e5851064286c;;8cfb5d70-0d7c-4a6d-a4a5-48cbb48e9d3f;04ef97b7-690a-4b68-9fe7-0d33de82b025;982eb0be-3207-4bb9-8d97-cdd0c81ba7c4;;;de3ce046-c78d-4f6c-88ee-0c095026ab61
9cb4326f-459e-49f8-8e19-9d8be6be3c5d;0dd3474e-743d-4e01-8abe-6b9b4d291ec9;polisa;;9cb4326f-459e-49f8-8e19-9d8be6be3c5d;0dd3474e-743d-4e01-8abe-6b9b4d291ec9;04ef97b7-690a-4b68-9fe7-0d33de82b025;;e2781300-99e4-40ad-82f2-9ca9a116cc1a;fa51d85d-372b-4c01-8580-f6fe782281e5;d93f5da1-cb99-4dd0-9db1-1fd5f9471b74;;;66a20fa1-da2a-4c35-95b9-a85565551462
a1901fd8-7f21-4233-97d7-bbacd02c7194;2523b5c8-0fdf-4137-b2f1-d9b46cb516f0;polisa;;a1901fd8-7f21-4233-97d7-bbacd02c7194;2523b5c8-0fdf-4137-b2f1-d9b46cb516f0;fa51d85d-372b-4c01-8580-f6fe782281e5;;8915ffc3-a9dc-4e66-9145-431fe8c58929;7939707e-5ce1-452f-9604-427da47aec6c;85518067-04e2-40f0-9514-08666b41e6f6;;;82fe5b05-3b5f-45f4-8241-027749877fbe
5139afdd-8827-4ea1-b5e0-d3eb3cb73cc3;5c52a6a0-68b6-4c6f-8a01-ff68974376e1;polisa;;5139afdd-8827-4ea1-b5e0-d3eb3cb73cc3;5c52a6a0-68b6-4c6f-8a01-ff68974376e1;7939707e-5ce1-452f-9604-427da47aec6c;;1d893114-6861-4aba-8006-4971e61d7864;93f39efe-df68-4c81-bbea-332d43f20431;64073de8-1713-4a1e-963f-21057630897f;;;f300c911-86cb-4414-81f7-9b15f19efcc2
56a90cb8-8089-4b87-9f6a-1572181a4407;486c1098-d06c-46b5-984a-321c6a1e3f18;polisa;;56a90cb8-8089-4b87-9f6a-1572181a4407;486c1098-d06c-46b5-984a-321c6a1e3f18;93f39efe-df68-4c81-bbea-332d43f20431;;b5e5b773-c22f-462b-b2ac-37a3cb302a88;2e983a5b-1d59-4c5d-805b-5f48bf0aeee6;d5a46534-4534-4598-b5c7-752cea5cc42f;;;32b14a59-c406-4991-b8e4-913a9613c54b
03d4ba10-df58-4516-9dfa-9ae5072b3ff5;26e8b7e8-2c69-446d-a906-c8d005af6ce1;polisa;;03d4ba10-df58-4516-9dfa-9ae5072b3ff5;26e8b7e8-2c69-446d-a906-c8d005af6ce1;2e983a5b-1d59-4c5d-805b-5f48bf0aeee6;;b82795ff-8a19-4ef8-86ec-73e913b19b8c;c83d99a9-e922-4816-9452-278c661712d1;02911b2c-0f66-4be5-ba05-c3befaae6c50;;;a9aa675d-2627-4f81-a1fc-5ee2b136aad0
92ecb910-64a9-4420-9d4d-b33a51fb91fc;c8a0c634-2419-49ef-b35c-cfd6d1431406;polisa;;92ecb910-64a9-4420-9d4d-b33a51fb91fc;c8a0c634-2419-49ef-b35c-cfd6d1431406;c83d99a9-e922-4816-9452-278c661712d1;;a493b47f-57a5-437b-bb7d-9770b6fde92a;5c252d49-b7f8-4145-98bb-132928da86b3;b8c13cf3-8f1c-4726-92a5-8867f598f547;;;c10d4524-767a-4f35-a90e-b07aa019ec7e
654ca080-f981-44c2-9e73-09f024c6a7b0;e1186c38-c527-40ef-bb7f-004317048b58;polisa;;654ca080-f981-44c2-9e73-09f024c6a7b0;e1186c38-c527-40ef-bb7f-004317048b58;5c252d49-b7f8-4145-98bb-132928da86b3;;63819086-0794-4ad5-a407-e6eb9ddeb52b;a01ed3f9-920d-498f-89c3-e241840edd59;b96c5142-336a-4813-a87a-54a3d3ead588;;;f042645c-9195-43dc-aff6-bf74c7588bac
ccc17b4a-3136-4a1f-8b57-643348fb3a5e;616cae5a-258b-4396-b930-be82f158b40b;polisa;;ccc17b4a-3136-4a1f-8b57-643348fb3a5e;616cae5a-258b-4396-b930-be82f158b40b;a01ed3f9-920d-498f-89c3-e241840edd59;;010d4ac1-6577-4d0d-974d-3bc2ad8ded1b;ca830510-aef2-411f-83e4-1634d761cab5;a65d4b06-f557-4a68-9838-73a16462dab9;;;dd22bad2-7f1e-4dcf-bb4b-88e748673a08
40692e7f-c7e0-48f0-80af-211ebbff654d;df1df81d-023e-4863-920f-bc248b11f446;polisa;;40692e7f-c7e0-48f0-80af-211ebbff654d;df1df81d-023e-4863-920f-bc248b11f446;ca830510-aef2-411f-83e4-1634d761cab5;;4d10bad8-a4df-48c9-8e23-16d5fc85a069;a5b09907-fdeb-46b9-b90b-0a4219145490;4779dd59-45d0-48bc-a692-09cb77ab5072;;;1e212af8-d839-407d-9909-3790c60ccf79
436873fb-4824-4fd6-8282-80104a19337f;aedb7df4-4a00-498e-a016-67af0854fa0d;polisa;;436873fb-4824-4fd6-8282-80104a19337f;aedb7df4-4a00-498e-a016-67af0854fa0d;a5b09907-fdeb-46b9-b90b-0a4219145490;;ce4a5c85-62fa-4600-8783-e2cc1dd4bae0;e3e4f982-65ef-4175-b4c6-b023e9b5cf88;9f88861e-7bc8-4cee-8ac6-e6d68732c11c;;;fd060cf9-e560-4b95-ba85-5be8e18b7178
b24b24d7-2cf1-465c-ab39-8270fdc4227f;1739e3c5-299c-4e18-b5e1-05dbfb93714e;polisa;;b24b24d7-2cf1-465c-ab39-8270fdc4227f;1739e3c5-299c-4e18-b5e1-05dbfb93714e;e3e4f982-65ef-4175-b4c6-b023e9b5cf88;;7001b948-432d-4cdc-98e4-344755235bd6;451c9315-51c4-49a5-833c-b415d8240c77;b05b616e-ce5c-4e5a-b73d-c82accee2e50;;;67a9dd7d-677c-4a1f-be97-78aa2dd7d2f7
03974646-69b7-46a4-8939-e32f63ce19f0;c0df3584-5c1b-41e7-b948-95edff009ca7;polisa;;03974646-69b7-46a4-8939-e32f63ce19f0;c0df3584-5c1b-41e7-b948-95edff009ca7;451c9315-51c4-49a5-833c-b415d8240c77;;39b7d5c6-33e9-4949-8d0c-a79ac666012b;ae1804ec-522b-409b-b6c1-63dcf2112e1f;c81f1e4e-4e49-400c-809d-8cc91f187dc8;;;696792f5-f196-4037-9eff-adfdc54cf03d
a47b9d16-4671-4623-b3aa-4665ceea5ed2;15d7886c-e93d-4d83-990b-5200f169b76b;polisa;;a47b9d16-4671-4623-b3aa-4665ceea5ed2;15d7886c-e93d-4d83-990b-5200f169b76b;ae1804ec-522b-409b-b6c1-63dcf2112e1f;;be3d38c2-65a8-41ad-b95d-555437607265;e7b0ed05-90bc-4b2a-9eb1-67eb55e69d92;a8dad0be-afc6-45ee-9710-38a0bcb2c531;;;2a508590-cff3-4214-98ff-3d27c40407df
41ef96e7-5b7f-4d3d-9b4f-b03d41998af9;1916cbf0-ec5d-4eca-869b-e774e9edb539;polisa;;41ef96e7-5b7f-4d3d-9b4f-b03d41998af9;1916cbf0-ec5d-4eca-869b-e774e9edb539;e7b0ed05-90bc-4b2a-9eb1-67eb55e69d92;;6f74c11d-5b7b-491e-8d5d-80caeb70083c;98be5794-9ce3-4528-8cb3-d13caa8bd0bd;4bc848ac-933a-41b2-ac17-a205816e0135;;;0f5a8456-a2d9-4c52-9805-673191de1135
167bd0e6-bc8f-46be-be64-3a0fdd414a37;22b1761b-cfb2-4540-80c7-639d50b386ba;polisa;;167bd0e6-bc8f-46be-be64-3a0fdd414a37;22b1761b-cfb2-4540-80c7-639d50b386ba;98be5794-9ce3-4528-8cb3-d13caa8bd0bd;;f4829f55-306d-4f87-b311-a50ea96e1b10;5eb2b6d9-6a34-4aa2-b3d4-23ba12eb9119;2be7795b-2ac9-4f41-8ed4-c9db2c1814bb;;;e9271e82-f7af-4950-baba-52f6faa2fb38
601b82c6-03bf-4913-a012-2fd035823a8f;00e57011-8313-463c-867f-1fdc2467a5eb;polisa;;601b82c6-03bf-4913-a012-2fd035823a8f;00e57011-8313-463c-867f-1fdc2467a5eb;5eb2b6d9-6a34-4aa2-b3d4-23ba12eb9119;;135ec149-0259-4bfc-8756-25cbc51d0116;8bd9abe5-ecc0-4c8a-93a0-8d21fc5e28c6;80e137fa-c40b-4be9-a365-e4498d5930f4;;;f864b4ad-aa49-4be4-9fce-9df5d0f253f9
5adb964d-15b8-4893-87a4-3dcf72d878b6;bebe8507-93f8-4553-96eb-b9a44b8fce58;polisa;;5adb964d-15b8-4893-87a4-3dcf72d878b6;bebe8507-93f8-4553-96eb-b9a44b8fce58;8bd9abe5-ecc0-4c8a-93a0-8d21fc5e28c6;;1e44ed01-ae57-44b4-9da8-8ace54ef5a02;241fb9ac-49ba-44ee-b3d6-063ae9a68bdd;4af0e32d-84e9-4131-8539-b72828e3c808;;;d1a73ed1-a86b-46d3-af06-69bb11ab8c72
4805f69c-50fa-4f62-8d26-5b997189ffea;9e222719-214e-449e-887d-7becfaa9c803;polisa;;4805f69c-50fa-4f62-8d26-5b997189ffea;9e222719-214e-449e-887d-7becfaa9c803;241fb9ac-49ba-44ee-b3d6-063ae9a68bdd;;e612243c-0da1-4366-a0d2-f2ce7bab20e7;4e8c1e2f-ebad-4e7f-972f-be95083930fb;95df496d-967d-4fdf-8713-f50d52c3251a;;;6400c77c-058d-4542-8bf0-c2807711e239
1594ec7b-69ed-4496-8f40-be5bdf07cac6;c1ab52d6-6fd0-471a-bab1-d6e1703190eb;polisa;;1594ec7b-69ed-4496-8f40-be5bdf07cac6;c1ab52d6-6fd0-471a-bab1-d6e1703190eb;4e8c1e2f-ebad-4e7f-972f-be95083930fb;;21fed3af-d970-40c7-928a-feed2e179869;3672910f-49d8-48ea-b85d-b4fdc35ad946;fc0a3463-c25e-4088-84c1-27fa0f862bbc;;;bb1672f6-fcc6-4480-85d9-8e1afd03000c
