incident_id;id_attribute;value;;;;;;;;;;;;;;;;;;;;;;;;;;;;;system_incident_extension_id;name;active_flag;;;;;;;;;;;;;;;;;;;;
5428e2dd-37b8-4a13-9d75-2b4e2269ad7f;d1d5b23b-b2ed-461d-a596-535b6eebda99;Podczas deszczowego popoĹ‚udnia na skrzyĹĽowaniu ulic zderzyĹ‚y siÄ™ luksusowy suv Maybach 62 oraz dynamiczny coupe Ford Edge. Pojazd Maybach po uderzeniu w bok Forda zostaĹ‚ powaĹĽnie uszkodzony z przodu, a kierowca doznaĹ‚ lekkich obraĹĽeĹ„. Ford Edge miaĹ‚ zniszczonÄ… stronÄ™ przeciwnÄ… kolizji, a pasaĹĽerka ucierpiaĹ‚a na skutek uderzenia. Wypadek miaĹ‚ miejsce podczas przekraczania skrzyĹĽowania, gdy warunki pogodowe utrudniaĹ‚y widocznoĹ›Ä‡. Obydwie osoby zostaĹ‚y przewiezione do szpitala, a pojazdy trafiĹ‚y do warsztatu na naprawÄ™.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dad768cc-a98b-4bf6-9894-eda883d721a4;opis_zdarzenia;TRUE;;;;;;;;;;;;;;;;;;;;
8c4169a1-0cec-4fd0-b352-dbe87a8b1b6a;26f90f07-6fae-4856-98f6-8429818d5fbf;Wypadku drogowego miÄ™dzy Subaru Forester a Chevrolet TrailBlazer doszĹ‚o na ruchliwym skrzyĹĽowaniu w centrum miasta. Forester jechaĹ‚ zgodnie z pierwszeĹ„stwem, gdy nagle TrailBlazer wyjechaĹ‚ z bocznej uliczki, zderzajÄ…c siÄ™ z nim. SiĹ‚a uderzenia sprawiĹ‚a, ĹĽe Subaru Forester zostaĹ‚ przesuniÄ™ty na sÄ…siedni pas ruchu, uszkadzajÄ…c przy tym znak drogowy i latarniÄ™. Na szczÄ™Ĺ›cie nikt nie odniĂłsĹ‚ powaĹĽnych obraĹĽeĹ„, jednak oba auta ucierpiaĹ‚y. Straty materialne sÄ… znaczne.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8d778ebe-af8e-4c3f-beec-15b4659bb90b;opis_zdarzenia;TRUE;;;;;;;;;;;;;;;;;;;;
fd17e893-5884-4eb7-93e5-d8e1edc6f9cc;1a7afc36-0323-402c-90b9-2ef8b0f17288;DoszĹ‚o do zderzenia dwĂłch pojazdĂłw na ruchliwej ulicy miasta. Luksusowy SUV Land Rover Range Rover zostaĹ‚ brutalnie uderzony przez szybki sedan Plymouth Colt. W wyniku zderzenia oba pojazdy odnieĹ›li powaĹĽne uszkodzenia, a silny huk wzbudziĹ‚ panikÄ™ wĹ›rĂłd przechodniĂłw. Na szczÄ™Ĺ›cie nikt nie odniĂłsĹ‚ obraĹĽeĹ„, jednak kierowcy byli wstrzÄ…Ĺ›niÄ™ci. SzczegĂłlnie driver Range Rovera, ktĂłry doznaĹ‚ szoku po ujrzeniu okaleczonych reflektorĂłw swojego piÄ™knego auta. Sytuacja na miejscu wypadku byĹ‚a chaotyczna, ale szybka reakcja sĹ‚uĹĽb ratunkowych doprowadziĹ‚a do ustalenia okolicznoĹ›ci zdarzenia.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3aab7e41-d23d-4a3b-8945-10b059a0795e;opis_zdarzenia;TRUE;;;;;;;;;;;;;;;;;;;;
3e555ea0-72f1-47ae-b189-7b1cd0cd90e3;b7ca2e5b-8925-4ed2-8a06-f2daed9905f0;Na skrzyĹĽowaniu ulic WesoĹ‚a i SĹ‚oneczna doszĹ‚o do kolizji dwĂłch luksusowych samochodĂłw. Buick Century Coupe wjechaĹ‚ na czerwonym Ĺ›wietle, krzyĹĽujÄ…c siÄ™ z Bentleyem Continental Flying Spur. W wyniku zderzenia oba pojazdy zostaĹ‚y uszkodzone. Sytuacja byĹ‚a dramatyczna, jednak na szczÄ™Ĺ›cie nikt nie odniĂłsĹ‚ powaĹĽnych obraĹĽeĹ„. Kierowcy byli widocznie zdenerwowani, prĂłbujÄ…c wyjaĹ›niÄ‡, kto zawiniĹ‚. Na miejscu pojawiĹ‚a siÄ™ policja, aby ustaliÄ‡ winnego tego nietypowego zdarzenia.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26d44ebe-5958-49c0-b036-4a2f0f31979e;opis_zdarzenia;TRUE;;;;;;;;;;;;;;;;;;;;
f9662188-2012-4d35-adb8-b3b5fe768939;4f151664-79b8-4a42-b824-60a70f80d63b;DoszĹ‚o do wypadku drogowego na skrzyĹĽowaniu ulic PodgĂłrskiej i Warszawskiej. Mazda MPV jechaĹ‚a zgodnie z zasadami, kiedy nagle Chevrolet Cobalt SS wyjechaĹ‚ z bocznej ulicy, nie ustÄ™pujÄ…c pierwszeĹ„stwa przejazdu. DoszĹ‚o do groĹşnej kolizji, w wyniku ktĂłrej Mazda MPV zostaĹ‚a pognieciona z przodu, a Chevrolet Cobalt SS odniĂłsĹ‚ powaĹĽne uszkodzenia boczne. Obie osoby w pojeĹşdzie Mazdy odniosĹ‚y zĹ‚amania, natomiast kierowca Chevrolelta wyszedĹ‚ bez szwanku. Miejsce wypadku pozostanie zamkniÄ™te do odwoĹ‚ania.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27ecc6ba-176c-47d4-93b2-66ffe5552009;opis_zdarzenia;TRUE;;;;;;;;;;;;;;;;;;;;
fe98c939-3dcc-409a-b441-d25b9e33163c;3d91ab73-9454-4b5f-8f9a-8e9e7aceaee9;Na skrzyĹĽowaniu ulic Kwiatowej i Kwiatowej doszĹ‚o do zderzenia dwĂłch pojazdĂłw. Kultowy Volkswagen Corrado Coupe zostaĹ‚ uderzony przez Oldsmobile Cutlass Supreme Comb. W wyniku kolizji doszĹ‚o do znacznego uszkodzenia z przodu Volkswagena, natomiast Oldsmobile ma powaĹĽne problemy z tylnymi drzwiami. Miejsce wypadku jest obecnie zablokowane, a na drodze panuje totalny chaos. Na szczÄ™Ĺ›cie nikt nie odniĂłsĹ‚ powaĹĽnych obraĹĽeĹ„.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;f8b02991-3b0b-4c7f-a644-9b25e4d54c23;opis_zdarzenia;TRUE;;;;;;;;;;;;;;;;;;;;
7d866722-95fa-46c1-bdbd-44c73897d523;6e8d7827-7855-4f7b-b489-326050d2dd45;W wypadku na ruchliwej ulicy w mieĹ›cie doszĹ‚o do zderzenia marki Chevrolet, model HHR Panel, typu hatch-back, naleĹĽÄ…cego do poszkodowanego, z pojazdem marki Audi, model A4, typu combi, prowadzonym przez sprawcÄ™. NagĹ‚a zmiana pasa przez Audi spowodowaĹ‚a kolizjÄ™ z Chevroletem, wywracajÄ…c go na bok. ObraĹĽenia mechaniczne byĹ‚y powaĹĽne - Chevrolet miaĹ‚ zgniecionÄ… przedniÄ… czÄ™Ĺ›Ä‡, a Audi uszkodzone tylne drzwi. Na szczÄ™Ĺ›cie nikt nie odniĂłsĹ‚ obraĹĽeĹ„ ciaĹ‚a, choÄ‡ oba auta wymagaĹ‚y holowania z miejsca zdarzenia.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;b6e82883-546c-424f-9df4-64cdab739550;opis_zdarzenia;TRUE;;;;;;;;;;;;;;;;;;;;
8ad23df3-1681-48b4-a505-d34c324a132c;e8741d31-ec55-4a17-9414-f7d0ba6992e0;W miejscowoĹ›ci Kowale doszĹ‚o do zderzenia dwĂłch pojazdĂłw. Chevrolet Cavalier, bÄ™dÄ…cy combi, zostaĹ‚ brutalnie uderzony przez Lexusa LS wypuszczajÄ…cego siÄ™ z bocznej uliczki. SiĹ‚a uderzenia spowodowaĹ‚a obrĂłt Chevy'ego o 180 stopni. Kierowca Cavaliera doznaĹ‚ powaĹĽnych obraĹĽeĹ„ i zostaĹ‚ natychmiast przetransportowany do szpitala. Na miejscu zdarzenia panowaĹ‚a ogromna panika, a Ĺ›wiadkowie wstrzÄ…Ĺ›niÄ™ci relacjonowali dramatyczny incydent.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;265b9175-31c2-443f-8974-3d1ea2a94f70;opis_zdarzenia;TRUE;;;;;;;;;;;;;;;;;;;;
a9dbc067-7e54-4e8f-8078-822ca9e4943b;29bd9e78-19f9-4f7c-9a44-d295e96824cb;Do wypadku doszĹ‚o na zakrÄ™cie przy ulicy Wiosennej w maĹ‚ej miejscowoĹ›ci. Chevrolet G-Series G30, peĹ‚en pasaĹĽerĂłw, uderzyĹ‚ w stojÄ…cego Dodga D150 Club. Po zderzeniu Chevrolet kilkukrotnie obrĂłciĹ‚ siÄ™ wokĂłĹ‚ wĹ‚asnej osi, ku przeraĹĽeniu pasaĹĽerĂłw. W wyniku zderzenia oba pojazdy odniosĹ‚y powaĹĽne uszkodzenia, a kierowcy zostali przewiezieni do szpitala z urazami. Ĺšwiadkowie zdarzenia zeznajÄ…, ĹĽe winÄ… za kolizjÄ™ obarczyÄ‡ moĹĽna nieuwagÄ™ kierowcy Chevroleta, ktĂłry nie dostosowaĹ‚ prÄ™dkoĹ›ci do warunkĂłw na drodze.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;e4cd86ad-8022-4d3d-856c-3f2f8948bd72;opis_zdarzenia;TRUE;;;;;;;;;;;;;;;;;;;;
3f52cfe2-f018-450d-a514-70fb52874cee;09313b43-3e58-4d44-8f72-29f4ac06da98;Na ulicy Parkowej doszĹ‚o do zderzenia dwĂłch pojazdĂłw. Hatchback marki Audi A8 stoczyĹ‚ kolizjÄ™ z suv-em Toyoty Avalon. NieostroĹĽne skrÄ™cenie w lewo Suzie, kierujÄ…cej Audi, zmusiĹ‚o Dimitra z Toyoty do gwaĹ‚townego hamowania. PiszczÄ…ce opony, huk zderzenia i trzask rozbitych reflektorĂłw rozbrzmiewaĹ‚y na caĹ‚ej ulicy. Na szczÄ™Ĺ›cie nikt nie odniĂłsĹ‚ powaĹĽniejszych obraĹĽeĹ„, ale auta wymagajÄ… powaĹĽnych napraw. Sytuacja na miejscu wypadku byĹ‚a nerwowa, ale zakoĹ„czyĹ‚a siÄ™ bez wiÄ™kszych dramatĂłw.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5126ecde-7f39-40b3-bf13-63f611a18b9f;opis_zdarzenia;TRUE;;;;;;;;;;;;;;;;;;;;
409b4656-80e8-4102-b1cd-21804bc59728;03407d93-5b0d-4237-8064-3451da754988;W maĹ‚ym miasteczku w gĂłrach doszĹ‚o do nietypowego zdarzenia drogowego. Na ulicy GĹ‚Ăłwnej, przy wjeĹşdzie na rond dostrzegalny byĹ‚ rozjaĹ›niony Volvo S40 Cabrio, gdy nagle z szybkoĹ›ciÄ… nadmiernÄ… na odcinku Saturn S-Series Cabrio zjechaĹ‚ na przeciwny pas, zmuszajÄ…c Volvo do gwaĹ‚townego manewru unikniÄ™cia kolizji. ObraĹĽenia byĹ‚y powaĹĽne - Volvo odniosĹ‚o uszkodzenia na karoserii i dachu, a kierowca doznaĹ‚ niewielkich obraĹĽeĹ„. Sprawca, Ĺ›wiadkiem byĹ‚o szkodliwe zdarzenie ze skutkami dla kierowcy Nissana.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;304551ce-7ede-4e04-8996-beab6fa7a8a9;opis_zdarzenia;TRUE;;;;;;;;;;;;;;;;;;;;
f653dbbe-a7e3-44ef-84f9-c57870e20b4b;7538a38f-460c-4710-97f3-908d4f29e7b7;Na zakrÄ™cie przy zjeĹşdzie z autostrady doszĹ‚o do zderzenia mocno wyĹ›lizganego GMC Jimmy z szybkim Suzuki Daewoo Lacetti. Pojazdy zsunÄ™Ĺ‚y siÄ™ na przeciwny pas ruchu, spychajÄ…c kilka innych aut na pobocze. Sytuacja komplikowaĹ‚a siÄ™, gdy jeden z pojazdĂłw zapaliĹ‚ siÄ™, ale na szczÄ™Ĺ›cie wszyscy kierowcy zdÄ…ĹĽyli opuĹ›ciÄ‡ swoje auta. W miejscu wypadku zebraĹ‚o siÄ™ tĹ‚um ludzi prĂłbujÄ…cych pomĂłc poszkodowanym. Na szczÄ™Ĺ›cie, nikt nie odniĂłsĹ‚ powaĹĽnych obraĹĽeĹ„.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43e4ed3c-b652-46af-aafb-c9bd07d1e2c0;opis_zdarzenia;TRUE;;;;;;;;;;;;;;;;;;;;
fff54527-9f5b-4e48-aeb2-fa92a283227d;857a2803-5b38-46ff-a008-f9887b87e155;DoszĹ‚o do zdarzenia drogowego na wÄ…skiej uliczce w malowniczej gĂłrskiej wiosce. Kierowca Isuzu i-Series kombi, niezachowujÄ…c odpowiedniego odstÄ™pu, niespodziewanie zatrzymaĹ‚ siÄ™ przed zakrÄ™tem, uniemoĹĽliwiajÄ…c Daewoo Leganza cabrio przejechanie. W wyniku gwaĹ‚townego hamowania pojazdy zderzyĹ‚y siÄ™, powodujÄ…c uszkodzenia na zderzakach i karoseriach. Na szczÄ™Ĺ›cie nikt nie odniĂłsĹ‚ powaĹĽnych obraĹĽeĹ„, ale auta ucierpiaĹ‚y znacznie. Sytuacja przypomniaĹ‚a kierowcom o koniecznoĹ›ci zachowania ostroĹĽnoĹ›ci na drogach.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8f6a3547-fbfa-4ac1-8c3e-328f29351f4b;opis_zdarzenia;TRUE;;;;;;;;;;;;;;;;;;;;
59de82d6-3d73-4f56-bfec-57e3bbd3778e;b7b6d63d-bd03-41d4-88a3-5d4cfcf01157;Wypadek miaĹ‚ miejsce na ruchliwej ulicy w centrum miasta. Kiedy Infiniti Q kombi jechaĹ‚o prosto, nagle Ford Expedition kabriolet zjechaĹ‚ z przeciwnej strony na skrzyĹĽowaniu i zderzyĹ‚ siÄ™ z nim bokiem. SiĹ‚a uderzenia sprawiĹ‚a, ĹĽe Infiniti obrĂłciĹ‚o siÄ™ kilkukrotnie, zanim zatrzymaĹ‚o siÄ™ na chodniku. Na szczÄ™Ĺ›cie kierowcy obu pojazdĂłw wyszli z wypadku bez powaĹĽniejszych obraĹĽeĹ„, ale samochody ucierpiaĹ‚y powaĹĽnie. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d107ab1a-cdd7-47b4-a75e-14cfa1c6d73d;opis_zdarzenia;TRUE;;;;;;;;;;;;;;;;;;;;
fda8d3f0-26b9-4908-8be6-cd13663198af;ddc6a14c-4d4b-48c1-968d-1789c4720640;Do wypadku doszĹ‚o na zakrÄ™cie w lesie podczas deszczowej pogody. Mercedes-Benz 400E, elegancki klasyczny coupe, zostaĹ‚ zepchniÄ™ty z drogi przez Mitsubishi Eclipse, zwinnego hatchbacka. W wyniku zderzenia oba pojazdy doznaĹ‚y powaĹĽnych uszkodzeĹ„, a kierowcy ucierpieli na skutek wstrzÄ…su. ZĹ‚amane lusterko w Mercedesie i wgnieciony zderzak w Mitsubishi to jedynie niewielkie obraĹĽenia w porĂłwnaniu z rozgardiaszem na zakrÄ™cie. Ekipa ratunkowa zostaĹ‚a natychmiast wezwana na miejsce, aby udzieliÄ‡ pomocy poszkodowanym.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1ce66285-b415-40fc-8b92-f87e94ad09b3;opis_zdarzenia;TRUE;;;;;;;;;;;;;;;;;;;;
a4336058-661f-43ea-9968-5c8c6122efb5;4f6fc696-38fb-48c6-b73d-695eeb51c412;Na skrzyĹĽowaniu ulic GĹ‚Ăłwna i Parkowa doszĹ‚o do zderzenia dwĂłch pojazdĂłw. SUV marki Volkswagen Passat jechaĹ‚ zgodnie z prawem, gdy nagle z bocznej uliczki wyjechaĹ‚ hatch-back Isuzu Ascender. SiĹ‚a uderzenia sprawiĹ‚a, ĹĽe Passat przewrĂłciĹ‚ siÄ™ na bok, a Ascender zostaĹ‚ powaĹĽnie uszkodzony. Na szczÄ™Ĺ›cie nikt nie odniĂłsĹ‚ powaĹĽnych obraĹĽeĹ„, jednak zdarzenie spowodowaĹ‚o duĹĽe utrudnienia w ruchu. Wina jasno leĹĽy po stronie kierowcy Isuzu, ktĂłry nie ustÄ…piĹ‚ pierwszeĹ„stwa przejazdu.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5dba7870-8e48-4221-bc70-ed79ce01896e;opis_zdarzenia;TRUE;;;;;;;;;;;;;;;;;;;;
b5c84fbb-8692-4a28-a4ff-3093d9d0d9e2;1d286286-0a80-4bea-b94d-19b137a789c0;DoszĹ‚o do zderzenia na ruchliwej ulicy w centrum miasta. BMW M3 sedan, jadÄ…ce zgodnie z przepisami, zostaĹ‚o uderzone przez Chrysler Town & Country SUV, ktĂłry nagle zjechaĹ‚ na przeciwny pas ruchu. W wyniku wypadku, BMW M3 sedan ucierpiaĹ‚o na przedniej osi oraz zgniecionej karoserii, natomiast kierowca odniĂłsĹ‚ Ĺ‚agodne obraĹĽenia. Chrysler Town & Country SUV uszkodzony zostaĹ‚ na tylnej czÄ™Ĺ›ci pojazdu, a pasaĹĽerowie z samochodu sprawcy wyszli bez obraĹĽeĹ„, ale obaj byli w szoku.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10e65be2-8120-4047-a042-6e00307e3058;opis_zdarzenia;TRUE;;;;;;;;;;;;;;;;;;;;
